"Refseq.ID"	"Organism"	"Spacer.Accession"	"Spacer.Start"	"Spacer.End"	"Proto.spacer.Start"	"Proto.spacer.End"	"Source"	"Product"	"Protein.id"	"GO.Function"	"GO.process"	"Gene"	"EC.number"	"TaxID"	"Species"	"Genus"	"Superkingdom"	"Phylum"	"Class"	"Order"	"Family"	"locus_tag"	"CRISPR.Type"
"NZ_AUFU01000024"	"Selenomonas artemidis DSM 19719 K341DRAFT_"	"NZ_AUFU01000024.1"	11328	11361	1718	1751	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_009438657.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1123249"	"Selenomonas artemidis"	"Selenomonas"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Selenomonadaceae"	"K341_RS0110355
<34"	"No CRISPR type prediction"
"NZ_CP012071"	"Selenomonas sp. oral taxon 478"	"NZ_CP012071.1"	101222	101259	1921682	1921719	"KE Watters ((PMID:30190307))"	"ATP-dependent protease ATPase subunit HslU"	"WP_009442560.1"	"GO:0005524"	"Error: No process id"	"hslU"	"Error: No EC number"	"712538"	"Selenomonas sp."	"Selenomonas"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Selenomonadaceae"	"ADJ74_RS08915"	"Error: HTTP Error 500: Internal Server Error"
"NZ_CP017042"	"Selenomonas sp. oral taxon 920 strain W5150"	"NZ_CP017042.1"	992313	992348	674545	674580	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_069180115.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1884263"	"Selenomonas sp."	"Selenomonas"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Selenomonadaceae"	"BCS37_RS03130"	"Error: HTTP Error 500: Internal Server Error"
"NC_017566"	"Shewanella putrefaciens 200"	"NC_017566.1"	731705	731737	4424736	4424768	"KE Watters ((PMID:30190307))"	"tape measure protein"	"WP_014611511.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"399804"	"Shewanella putrefaciens"	"Shewanella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"SPUT200_RS20125"	"No CRISPR type prediction"
"NC_017566"	"Shewanella putrefaciens 200"	"NC_017566.1"	731705	731737	4208757	4208789	"KE Watters ((PMID:30190307))"	"tape measure protein"	"WP_014611511.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"399804"	"Shewanella putrefaciens"	"Shewanella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"SPUT200_RS18915"	"No CRISPR type prediction"
"NZ_AAWY01000025"	"Shewanella putrefaciens 200 ctg92"	"NZ_AAWY01000025.1"	22180	22212	202963	202995	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"399804"	"Shewanella putrefaciens"	"Shewanella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"JQDQ01000121"	"Smithella sp. SCADC Smithella_SCADC_"	"JQDQ01000121.1"	233	268	1628	1663	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1499107"	"Smithella sp."	"Smithella"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophales"	"Smithellaceae"	"Error: 'locus_tag' is not in list"	"I-C"
"JQDQ01000121"	"Smithella sp. SCADC Smithella_SCADC_"	"JQDQ01000121.1"	3087	3124	2371	2408	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1499107"	"Smithella sp."	"Smithella"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophales"	"Smithellaceae"	"Error: 'locus_tag' is not in list"	"I-C"
"JQDQ01000121"	"Smithella sp. SCADC Smithella_SCADC_"	"JQDQ01000121.1"	99	133	5696	5730	"KE Watters ((PMID:30190307))"	"CRISPR-associated protein Cas4"	"gb|KFO67983.1||gnl|WGS:JQDQ|ER57_07075"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1499107"	"Smithella sp."	"Smithella"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophales"	"Smithellaceae"	"ER57_07075
<35"	"I-C"
"NC_015436"	"Sphaerochaeta coccoides DSM 17374"	"NC_015436.1"	1306431	1306464	114033	114066	"KE Watters ((PMID:30190307))"	"glycyl radical protein"	"WP_013738733.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"760011"	"Sphaerochaeta coccoides"	"Sphaerochaeta"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Sphaerochaetaceae"	"SPICO_RS00470"	"I-E"
"MSGT01000046"	"Sphaerochaeta sp. Phil3 707_L1_merged_"	"MSGT01000046.1"	88926	88956	46696	46726	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1930011"	"Sphaerochaeta sp."	"Sphaerochaeta"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Sphaerochaetaceae"	"Error: 'locus_tag' is not in list"	"II-A"
"NC_016633"	"Sphaerochaeta pleomorpha str. Grapes"	"NC_016633.1"	3523531	3523564	3525004	3525037	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"158190"	"Sphaerochaeta pleomorpha"	"Sphaerochaeta"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Sphaerochaetaceae"	"Error: 'locus_tag' is not in list"	"I-C"
"MEFD01000032"	"Rubrivivax sp. SCN 71-131 ABS84_C0032"	"MEFD01000032.1"	39294	39331	17287	17324	"KE Watters ((PMID:30190307))"	"RNA helicase"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1660138"	"Rubrivivax sp."	"Rubrivivax"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"ABS84_15640"	"I-C"
"NZ_BCTC01000028"	"Azohydromonas lata NBRC 102462"	"NZ_BCTC01000028.1"	62059	62091	8808	8840	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_157118964.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1314749"	"Azohydromonas lata"	"Azohydromonas"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"ALA01S_RS12100
<1"	"No CRISPR type prediction"
"MEFD01000032"	"Rubrivivax sp. SCN 71-131 ABS84_C0032"	"MEFD01000032.1"	39151	39186	15022	15057	"KE Watters ((PMID:30190307))"	"sulfite dehydrogenase"	"gb|ODU07828.1||gnl|WGS:MEFD|ABS84_15635"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1660138"	"Rubrivivax sp."	"Rubrivivax"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"ABS84_15635
<36"	"I-C"
"NZ_BBJS01000058"	"Sphingomonas paucimobilis NBRC 13935"	"NZ_BBJS01000058.1"	65445	65475	2938	2968	"KE Watters ((PMID:30190307))"	"cytochrome c1"	"WP_007407108.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1219050"	"Sphingomonas paucimobilis"	"Sphingomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"SP6_RS17595"	"No CRISPR type prediction"
"NZ_BBJS01000058"	"Sphingomonas paucimobilis NBRC 13935"	"NZ_BBJS01000058.1"	65445	65475	2938	2968	"KE Watters ((PMID:30190307))"	"cytochrome c1"	"WP_007407108.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1219050"	"Sphingomonas paucimobilis"	"Sphingomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"SP6_RS17595"	"No CRISPR type prediction"
"NZ_LMLA01000009"	"Sphingomonas sp. Leaf32 "	"NZ_LMLA01000009.1"	182698	182730	33364	33396	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1736214"	"Sphingomonas sp."	"Sphingomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Error: 'locus_tag' is not in list"	"I-E"
"NC_014364"	"Spirochaeta smaragdinae DSM 11293"	"NC_014364.1"	1133127	1133164	2703649	2703686	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_013255104.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"573413"	"Spirochaeta smaragdinae"	"Spirochaeta"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"SPIRS_RS12780"	"I-C"
"NC_014364"	"Spirochaeta smaragdinae DSM 11293"	"NC_014364.1"	1132389	1132423	2139375	2139409	"KE Watters ((PMID:30190307))"	"terminase large subunit"	"WP_013254572.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"573413"	"Spirochaeta smaragdinae"	"Spirochaeta"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"SPIRS_RS10040"	"I-C"
"NC_014364"	"Spirochaeta smaragdinae DSM 11293"	"NC_014364.1"	1132656	1132693	2703649	2703686	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_013255104.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"573413"	"Spirochaeta smaragdinae"	"Spirochaeta"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"SPIRS_RS12780"	"I-C"
"QGDT01000007"	"Dyadobacter jejuensis strain DSM 100346 Ga0180998_107"	"QGDT01000007.1"	7569	7604	7438	7473	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1082580"	"Dyadobacter jejuensis"	"Dyadobacter"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Spirosomaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_MORL01000008"	"Arsenicibacter rosenii strain SM-1 "	"NZ_MORL01000008.1"	267385	267421	306502	306538	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1750698"	"Arsenicibacter rosenii"	"Arsenicibacter"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Spirosomaceae"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 500: Internal Server Error"
"NZ_KI519424"	"Runella limosa DSM 17973 K339DRAFT_"	"NZ_KI519424.1"	215000	215035	251230	251265	"KE Watters ((PMID:30190307))"	"OmpA family protein"	"WP_037301617.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1123077"	"Runella limosa"	"Runella"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Spirosomaceae"	"K339_RS0122775
<36"	"I-B"
"NZ_BDDQ01000012"	"Caenibacillus caldisaponilyticus strain B157"	"NZ_BDDQ01000012.1"	4361	4397	305	341	"KE Watters ((PMID:30190307))"	"IS21-like element IS5376 family helper ATPase IstB"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1674942"	"Caenibacillus caldisaponilyticus"	"Caenibacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Sporolactobacillaceae"	"CCB157_RS04570"	"III-B"
"NZ_BDDQ01000055"	"Caenibacillus caldisaponilyticus strain B157"	"NZ_BDDQ01000055.1"	30838	30876	990	1028	"KE Watters ((PMID:30190307))"	"sigma 54-interacting transcriptional regulator"	"WP_077616482.1"	"GO:0005524"	"GO:0006355"	"Error: No gene name"	"Error: No EC number"	"1674942"	"Caenibacillus caldisaponilyticus"	"Caenibacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Sporolactobacillaceae"	"CCB157_RS13885
<1"	"I-B"
"NZ_BDDQ01000055"	"Caenibacillus caldisaponilyticus strain B157"	"NZ_BDDQ01000055.1"	27960	27996	1934	1970	"KE Watters ((PMID:30190307))"	"sigma 54-interacting transcriptional regulator"	"WP_077616482.1"	"GO:0005524"	"GO:0006355"	"Error: No gene name"	"Error: No EC number"	"1674942"	"Caenibacillus caldisaponilyticus"	"Caenibacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Sporolactobacillaceae"	"CCB157_RS13885
<1"	"I-B"
"NZ_CTRP01000003"	"Sporomusa sp. An4 isolate Sporomusa ovata strain An4"	"NZ_CTRP01000003.1"	560840	560877	55266	55303	"KE Watters ((PMID:30190307))"	"DUF1638 domain-containing protein"	"WP_021168991.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"2378"	"Sporomusa sp."	"Sporomusa"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"SPAN4DRAFT_RS01440"	"I-B"
"NZ_AFGF01000049"	"Acetonema longum DSM 6540 "	"NZ_AFGF01000049.1"	107214	107247	3927	3960	"KE Watters ((PMID:30190307))"	"MFS transporter"	"WP_004093731.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1009370"	"Acetonema longum"	"Acetonema"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"ALO_RS05475"	"I-C"
"NZ_CYSP01000039"	"Propionispora sp. 2/2-37"	"NZ_CYSP01000039.1"	474	510	1303	1339	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1677858"	"Propionispora sp."	"Propionispora"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_CUFQ01000030"	"Staphylococcus haemolyticus strain W_75"	"NZ_CUFQ01000030.1"	18689	18720	321	352	"KE Watters ((PMID:30190307))"	"sulfite exporter TauE/SafE family protein"	"WP_000623679.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1283"	"Staphylococcus haemolyticus"	"Staphylococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"AK682_RS09665
<32"	"II-A"
"NZ_MWRR01000002"	"Staphylococcus intermedius strain 14S03299-1 NODE_2_length_897243_cov_78.3361_ID_3"	"NZ_MWRR01000002.1"	28388	28418	2456	2486	"KE Watters ((PMID:30190307))"	"Mrp/NBP35 family ATP-binding protein"	"WP_019168478.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1285"	"Staphylococcus intermedius"	"Staphylococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"B4W70_RS06570"	"II-A"
"NZ_MWUP01000002"	"Staphylococcus delphini strain 14S03318-1 NODE_2_length_394471_cov_68.1826_ID_3"	"NZ_MWUP01000002.1"	26791	26820	55883	55912	"KE Watters ((PMID:30190307))"	"50S ribosomal protein L17"	"WP_014613237.1"	"GO:0003735"	"GO:0006412"	"rplQ"	"Error: No EC number"	"53344"	"Staphylococcus delphini"	"Staphylococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"B5C06_RS03105"	"II-A"
"FYAO01000008"	"Pannonibacter sp. P2PFMT1 genome assembly"	"FYAO01000008.1"	203040	203075	225370	225405	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"2003582"	"Pannonibacter sp."	"Pannonibacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"Error: 'locus_tag' is not in list"	"I-C"
"KZ269952"	"Pannonibacter phragmitetus BB "	"KZ269952.1"	800484	800516	261210	261242	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1402210"	"Pannonibacter phragmitetus"	"Pannonibacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"Error: 'locus_tag' is not in list"	"I-E"
"FYAO01000008"	"Pannonibacter sp. P2PFMT1 genome assembly"	"FYAO01000008.1"	202846	202879	254032	254065	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"2003582"	"Pannonibacter sp."	"Pannonibacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"P2PFMT1_03074"	"I-C"
"NZ_ALQZ01000115"	"Streptococcus agalactiae LMG 15093 ctg120006340879"	"NZ_ALQZ01000115.1"	68659	68689	19884	19914	"KE Watters ((PMID:30190307))"	"F0F1 ATP synthase subunit B"	"WP_000025478.1"	"GO:0046933"	"GO:0015986"	"atpF"	"7.1.2.2"	"1154822"	"Streptococcus agalactiae"	"Streptococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"SAG0089_RS112640"	"II-A"
"NZ_MNAC01000010"	"Streptococcus iniae strain UEL-Si1 Strp_iniae_"	"NZ_MNAC01000010.1"	39251	39281	14136	14166	"KE Watters ((PMID:30190307))"	"LytR family transcriptional regulator"	"WP_071127203.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1346"	"Streptococcus iniae"	"Streptococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"BKX95_RS04795"	"II-A"
"NZ_AFIN01000106"	"Streptococcus dysgalactiae subsp. equisimilis SK1249 "	"NZ_AFIN01000106.1"	6500	6538	1904	1942	"KE Watters ((PMID:30190307))"	"TlpA disulfide reductase family protein"	"WP_003055993.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1000589"	"Streptococcus dysgalactiae"	"Streptococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"HMPREF9964_RS04460"	"No CRISPR type prediction"
"NZ_KB892181"	"Streptomyces sp. PsTaAH-124 B086DRAFT_"	"NZ_KB892181.1"	69538	69571	385958	385991	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1157638"	"Streptomyces sp."	"Streptomyces"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_LFBV01000010"	"Streptomyces uncialis strain DCA2648 "	"NZ_LFBV01000010.1"	326658	326691	85823	85856	"KE Watters ((PMID:30190307))"	"prenyltransferase"	"WP_073793502.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1048205"	"Streptomyces uncialis"	"Streptomyces"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"AB852_RS30705"	"No CRISPR type prediction"
"NZ_FYEY01000001"	"Streptomyces sp. 2114.4"	"NZ_FYEY01000001.1"	7924994	7925032	1245946	1245984	"KE Watters ((PMID:30190307))"	"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"	"WP_088796701.1"	"GO:0008686"	"Error: No process id"	"Error: No gene name"	"4.1.99.12"	"1938836"	"Streptomyces sp."	"Streptomyces"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"CFW40_RS05375"	"No CRISPR type prediction"
"NZ_MSZZ01000066"	"Thermoactinospora rubra strain YIM 77501 "	"NZ_MSZZ01000066.1"	11931	11968	40248	40285	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1088767"	"Thermoactinospora rubra"	"Thermoactinospora"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptosporangiales"	"Streptosporangiaceae"	"Error: 'locus_tag' is not in list"	"I-C"
"NC_014165"	"Thermobispora bispora DSM 43833"	"NC_014165.1"	2744288	2744320	1707467	1707499	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"469371"	"Thermobispora bispora"	"Thermobispora"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptosporangiales"	"Streptosporangiaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_MSZZ01000066"	"Thermoactinospora rubra strain YIM 77501 "	"NZ_MSZZ01000066.1"	12159	12198	44056	44095	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_143591592.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1088767"	"Thermoactinospora rubra"	"Thermoactinospora"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptosporangiales"	"Streptosporangiaceae"	"BSB02_RS40230
<1"	"I-C"
"NZ_AHJL01000003"	"Sulfolobus islandicus M.16.12 "	"NZ_AHJL01000003.1"	22310	22348	761333	761371	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1132498"	"Sulfolobus islandicus"	"Sulfolobus"	"Archaea"	"Crenarchaeota"	"Thermoprotei"	"Sulfolobales"	"Sulfolobaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"JZWS01000031"	"Sulfolobales archaeon AZ1 isolate AZ1-454 "	"JZWS01000031.1"	1293	1334	2140	2181	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1326980"	"Sulfolobales archaeon"	"Sulfolobales"	"Archaea"	"Crenarchaeota"	"Thermoprotei"	"Sulfolobales"	"Sulfolobaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_BBBY01000166"	"Sulfolobus metallicus DSM 6482 = JCM 9184"	"NZ_BBBY01000166.1"	401	439	53	91	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"523847"	"Sulfolobus metallicus"	"Sulfolobus"	"Archaea"	"Crenarchaeota"	"Thermoprotei"	"Sulfolobales"	"Sulfolobaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"JSEC01000019"	"Sulfurospirillum sp. MES "	"JSEC01000019.1"	2852	2886	53011	53045	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1565314"	"Sulfurospirillum sp."	"Sulfurospirillum"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Sulfurospirillaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_CP007201"	"Sulfurospirillum multivorans DSM 12446"	"NZ_CP007201.1"	1133057	1133094	184704	184741	"KE Watters ((PMID:30190307))"	"fatty acid--CoA ligase"	"WP_025343396.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1150621"	"Sulfurospirillum multivorans"	"Sulfurospirillum"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Sulfurospirillaceae"	"SMUL_RS00960"	"No CRISPR type prediction"
"JSEC01000019"	"Sulfurospirillum sp. MES "	"JSEC01000019.1"	7118	7152	88461	88495	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1565314"	"Sulfurospirillum sp."	"Sulfurospirillum"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Sulfurospirillaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
